word,count,num_authors,original_forms
almanni,2,1,almanni
almany,2,1,almany
almayer,327,1,almayer
almesbury,1,1,almesbury
almidano,9,1,almidano
almighty,43,7,almighty
almond,32,5,almond
almonds,9,2,almonds
almoner,2,1,almoner
almoners,1,1,almoners
almonsin,3,1,almonsin
almost,2721,8,almost
almosting,1,1,almosting
almousin,1,1,almousin
alms,54,6,alms
almshouse,17,3,almshouse
alnight,1,1,alnight
aloe,3,2,aloe
aloes,2,2,aloes
alofa,2,1,alofa
aloft,377,7,aloft
aloive,1,1,aloive
alone,1496,8,alone
along,3134,8,along
alongside,178,7,alongside
alonzo,2,2,alonzo
aloof,41,6,aloof
aloofness,12,2,aloofness
alors,2,1,alors
aloud,228,8,aloud
alow,14,3,alow
aloysius,8,1,aloysius
alpaca,4,3,alpaca
alpacas,1,1,alpacas
alpha,10,3,alpha
alphabet,48,6,alphabet
alphabets,3,3,alphabets
alphacca,1,1,alphacca
alphard,1,1,alphard
alphonse,2,2,alphonse
alphonso,2,2,alphonso
alphonsus,4,1,alphonsus
alphy,6,1,alphy
alpine,14,5,alpine
alps,26,5,alps
already,1127,8,already
alright,2,1,alright
alroy,9,1,alroy
alsatia,3,2,alsatia
alsatian,1,1,alsatian
also,2371,8,also
alta,1,1,alta
altar,214,7,altar
altare,2,1,altare
altarlike,1,1,altarlike
altarlist,1,1,altarlist
altars,39,6,altars
alter,64,7,alter
alterable,2,1,alterable
altered,113,8,altered
altering,22,6,altering
alternate,25,7,alternate
alters,6,4,alters
alther,1,1,alther
although,472,8,although
altissimo,1,1,altissimo
altitude,39,5,altitude
altitudes,11,3,altitudes
altius,1,1,altius
alto,1,1,alto
alton,5,3,alton
altona,1,1,altona
altorf,2,1,altorf
altough,1,1,altough
altruism,5,3,altruism
altruist,1,1,altruist
altstadt,1,1,altstadt
alum,4,2,alum
aluminium,1,1,aluminium
aluminum,1,1,aluminum
alumno,1,1,alumno
alumnus,2,1,alumnus
alurch,1,1,alurch
aluz,1,1,aluz
alva,1,1,alva
alvan,18,1,alvan
alvary,1,1,alvary
alway,7,3,alway
always,3890,8,always
alwuz,1,1,alwuz
alymer,1,1,alymer
amabilia,1,1,amabilia
amain,11,3,amain
amajuba,5,1,amajuba
amalgam,2,2,amalgam
amana,1,1,amana
amand,1,1,amand
amanda,1,1,amanda
amant,2,2,amant
amar,7,1,amar
amaracine,1,1,amaracine
amaranth,23,3,amaranth
amaranths,3,1,amaranths
amare,1,1,amare
amarilla,17,1,amarilla
amarre,1,1,amarre
amaryllis,4,2,amaryllis
amasa,35,1,amasa
amass,2,2,amass
amassed,3,3,amassed
amateur,40,7,amateur
amateurs,10,5,amateurs
amatory,6,4,amatory
amature,1,1,amature
amavi,2,1,amavi
amawf,1,1,amawf
amaz,3,2,amaz
amaze,16,5,amaze
amazed,124,6,amazed
amazedly,2,1,amazedly
amazement,103,7,amazement
amazes,3,2,amazes
amazing,127,8,amazing
amazingly,23,5,amazingly
amazon,22,6,amazon
amazonian,1,1,amazonian
amazons,4,3,amazons
ambassade,3,1,ambassade
amber,80,7,amber
ambered,1,1,ambered
ambergris,26,2,ambergris
amberoid,1,1,amberoid
ambience,1,1,ambience
ambient,1,1,ambient
ambiguity,7,3,ambiguity
ambiguous,38,6,ambiguous
ambition,147,7,ambition
ambitions,36,6,ambitions
ambitious,61,8,ambitious
amble,1,1,amble
ambled,4,2,ambled
ambles,1,1,ambles
ambleside,2,1,ambleside
ambling,1,1,ambling
amboi,1,1,amboi
amboise,1,1,amboise
amboy,1,1,amboy
amboyna,1,1,amboyna
ambrose,2,2,ambrose
ambrosia,1,1,ambrosia
ambrosial,8,4,ambrosial
ambrosian,1,1,ambrosian
ambrosios,1,1,ambrosios
ambulance,11,4,ambulance
ambulando,1,1,ambulando
ambulant,1,1,ambulant
ambuscade,13,4,ambuscade
ambush,24,4,ambush
ambushed,18,4,ambushed
ambushes,7,3,ambushes
ambushing,1,1,ambushing
amby,1,1,amby
amelia,3,1,amelia
amen,50,5,amen
amenable,8,5,amenable
amenalk,1,1,amenalk
amend,14,4,amend
amended,12,5,amended
amending,5,3,amending
amendment,12,6,amendment
amends,14,5,amends
amenities,5,4,amenities
amenity,8,2,amenity
amens,1,1,amens
america,464,8,america
american,785,8,american
americana,4,2,americana
americano,1,1,americano
americans,121,5,americans
americas,3,3,americas
amerikay,1,1,amerikay
amerikee,1,1,amerikee
ameriky,5,1,ameriky
amerique,4,1,amerique
ames,1,1,ames
amethyst,13,3,amethyst
amethysts,2,1,amethysts
amhain,1,1,amhain
amharic,1,1,amharic
amiable,77,7,amiable
amiably,18,5,amiably
amicable,8,6,amicable
amicably,7,4,amicably
amicitia,2,2,amicitia
amid,364,8,amid
amidship,1,1,amidship
amidships,19,5,amidships
amidst,102,7,amidst
amie,5,3,amie
amiens,5,2,amiens
amighty,1,1,amighty
amigo,1,1,amigo
aminadab,9,1,aminadab
amis,2,2,amis
amiss,70,7,amiss
amittai,1,1,amittai
amity,10,4,amity
amma,11,1,amma
amman,1,1,amman
ammi,78,1,ammi
ammiral,1,1,ammiral
ammon,6,3,ammon
ammonia,11,3,ammonia
ammoniac,1,1,ammoniac
ammonite,1,1,ammonite
amnesia,2,1,amnesia
amnesty,1,1,amnesty
amniotic,1,1,amniotic
amok,3,2,amok
among,3038,8,among
amongst,493,7,amongst
amoor,1,1,amoor
amor,11,3,amor
amoree,1,1,amoree
amoris,3,1,amoris
amoroso,1,1,amoroso
amorous,32,4,amorous
amorously,3,3,amorously
amorphous,7,2,amorphous
amort,2,2,amort
amos,4,2,amos
amosa,1,1,amosa
amost,1,1,amost
amount,268,8,amount
amounted,39,4,amounted
amounting,13,5,amounting
amounts,36,8,amounts
amour,4,3,amour
amours,6,4,amours
amphibian,3,2,amphibian
ample,137,7,ample
ampleness,2,2,ampleness
ampler,6,3,ampler
amplest,3,3,amplest
amplified,5,2,amplified
amplifies,1,1,amplifies
amplify,5,2,amplify
amplitude,10,4,amplitude
amplius,2,1,amplius
amply,30,8,amply
amputate,4,2,amputate
amputated,6,2,amputated
amsir,1,1,amsir
amsterdam,16,7,amsterdam
amuck,6,4,amuck
amulets,4,3,amulets
amundsen,3,1,amundsen
amuse,48,7,amuse
amused,144,8,amused
amusement,107,8,amusement
amuses,12,5,amuses
amusing,103,8,amusing
amusingly,3,2,amusingly
amyas,1,1,amyas
anaconda,9,2,anaconda
anacondas,8,1,anacondas
anacreon,8,3,anacreon
anaemic,1,1,anaemic
anagram,1,1,anagram
anagrams,1,1,anagrams
anak,6,3,anak
anaks,1,1,anaks
anal,3,2,anal
analogies,9,5,analogies
analogous,20,4,analogous
analogue,3,1,analogue
analogy,41,6,analogy
analyse,10,6,analyse
analysed,15,5,analysed
analyses,2,1,analyses
analysing,5,2,analysing
analysis,48,8,analysis
analyst,1,1,analyst
analytic,1,1,analytic
analyze,24,5,analyze
analyzed,9,6,analyzed
ananias,9,3,ananias
ananna,4,1,ananna
anarch,2,1,anarch
anarchic,1,1,anarchic
anarchie,3,1,anarchie
anarchies,1,1,anarchies
anarchism,7,1,anarchism
anarchist,61,3,anarchist
anarchs,1,1,anarchs
anarchy,10,4,anarchy
anathema,9,2,anathema
anathemas,3,2,anathemas
anatomies,2,1,anatomies
anatomist,2,2,anatomist
anatomy,24,7,anatomy
anatto,1,1,anatto
ance,1,1,ance
ancesters,1,1,ancesters
ancestor,68,7,ancestor
ancestors,99,8,ancestors
ancestour,2,1,ancestour
ancestral,64,7,ancestral
ancestry,24,6,ancestry
anch,1,1,anch
anchises,1,1,anchises
anchor,301,6,anchor
anchorage,22,4,anchorage
anchored,82,5,anchored
anchoring,3,2,anchoring
anchorite,2,2,anchorite
anchors,64,3,anchors
ancien,5,3,ancien
anciens,1,1,anciens
ancient,911,8,ancient
anciently,6,3,anciently
ancients,18,4,ancients
ancle,2,1,ancle
ancles,1,1,ancles
ancre,1,1,ancre
andalusia,1,1,andalusia
andean,1,1,andean
anderson,5,2,anderson
andes,17,2,andes
andiron,3,1,andiron
andirons,6,3,andirons
andover,1,1,andover
andr,8,2,andr
andre,3,2,andre
andrea,3,3,andrea
andreas,1,1,andreas
andrei,3,1,andrei
andrew,32,5,andrew
andrews,8,3,andrews
andromeda,7,3,andromeda
andros,9,2,andros
andy,4,2,andy
anear,11,3,anear
anearby,1,1,anearby
anecdotal,1,1,anecdotal
anecdote,53,6,anecdote
anecdotes,23,6,anecdotes
anelli,1,1,anelli
anemia,2,1,anemia
anemic,2,2,anemic
anemone,4,2,anemone
anemones,13,4,anemones
anent,10,3,anent
aneroid,3,3,aneroid
anew,95,7,anew
angarola,1,1,angarola
angcore,2,1,angcore
angekok,1,1,angekok
angel,259,7,angel
angela,1,1,angela
angeles,1,1,angeles
angelhood,1,1,angelhood
angelic,24,6,angelic
angelica,2,1,angelica
angelical,16,3,angelical
angelicas,1,1,angelicas
angelico,3,2,angelico
angelina,1,1,angelina
angell,18,1,angell
angelo,46,4,angelo
angelos,1,1,angelos
angels,177,6,angels
angelus,1,1,angelus
anger,241,8,anger
angered,10,3,angered
angerly,1,1,angerly
angier,1,1,angier
anglais,2,2,anglais
angle,95,8,angle
angled,6,1,angled
angleesh,1,1,angleesh
angler,1,1,angler
anglers,1,1,anglers
angles,77,7,angles
anglesea,3,1,anglesea
angleworm,1,1,angleworm
anglia,1,1,anglia
anglian,1,1,anglian
anglican,3,2,anglican
angling,2,2,angling
anglo,37,8,anglo
angriest,1,1,angriest
angriling,1,1,angriling
angrily,109,7,angrily
angry,351,8,angry
angstrom,1,1,angstrom
anguish,195,8,anguish
anguished,16,6,anguished
angular,23,4,angular
angularly,3,2,angularly
angus,3,2,angus
anim,1,1,anim
animal,323,8,animal
animalism,2,1,animalism
animality,1,1,animality
animals,243,8,animals
animate,7,4,animate
animated,96,7,animated
animates,2,2,animates
animating,7,3,animating
animation,90,6,animation
animato,1,1,animato
animles,1,1,animles
animosity,44,5,animosity
animum,1,1,animum
animus,1,1,animus
aniseed,1,1,aniseed
anita,2,1,anita
anither,2,1,anither
anitus,1,1,anitus
aniwan,1,1,aniwan
anjer,1,1,anjer
anjorrant,2,1,anjorrant
anker,1,1,anker
ankers,2,1,ankers
ankh,1,1,ankh
ankle,29,7,ankle
anklebone,1,1,anklebone
ankles,42,7,ankles
anklet,1,1,anklet
anklets,7,4,anklets
ankylosis,1,1,ankylosis
anna,44,6,anna
annaji,1,1,annaji
annalist,1,1,annalist
annalists,2,2,annalists
annals,42,7,annals
annas,2,2,annas
annatoo,68,1,annatoo
annawon,1,1,annawon
anne,37,6,anne
annesley,1,1,annesley
annex,9,5,annex
annexed,4,2,annexed
annexes,1,1,annexes
annexing,2,2,annexing
annie,101,3,annie
annis,1,1,annis
anno,4,2,anno
annonimo,1,1,annonimo
announce,25,7,announce
announced,127,8,announced
announces,10,6,announces
annoy,26,8,annoy
annoyance,64,8,annoyance
annoyed,117,8,annoyed
annoying,58,7,annoying
annoys,5,4,annoys
annual,83,7,annual
annually,37,4,annually
annuals,5,2,annuals
annuated,1,1,annuated
annuee,2,1,annuee
annuity,1,1,annuity
annul,3,3,annul
annular,2,2,annular
annulled,7,2,annulled
annulling,3,2,annulling
annum,3,2,annum
annuntio,1,1,annuntio
annus,1,1,annus
anny,1,1,anny
anodyne,6,1,anodyne
anoint,7,3,anoint
anointed,24,6,anointed
anointing,4,1,anointing
anoints,1,1,anoints
anomalies,9,3,anomalies
anomalous,21,4,anomalous
anomaly,14,5,anomaly
anon,128,6,anon
anonymous,34,7,anonymous
another,4135,8,another
ansata,1,1,ansata
anselm,1,1,anselm
anselmo,1,1,anselmo
anson,2,2,anson
anstey,2,1,anstey
answ,1,1,answ
answer,1051,8,answer
answere,1,1,answere
answered,1234,8,answered
answereth,2,1,answereth
answering,107,8,answering
answers,170,8,answers
antaeus,1,1,antaeus
antarctic,62,3,antarctic
antartic,1,1,antartic
ante,38,5,ante
antedate,3,3,antedate
antedated,1,1,antedated
antedates,1,1,antedates
antelope,8,4,antelope
antelopes,7,3,antelopes
antelucan,1,1,antelucan
antennae,3,2,antennae
anterior,5,3,anterior
anteroom,8,4,anteroom
anthem,17,4,anthem
anthems,6,3,anthems
anther,1,1,anther
anthology,3,2,anthology
anthony,18,6,anthony
anti,18,7,anti
antic,7,3,antic
anticlea,1,1,anticlea
antics,18,6,antics
antidote,13,6,antidote
antidotes,1,1,antidotes
antient,8,2,antient
antietam,11,1,antietam
antifat,1,1,antifat
antigone,1,1,antigone
antigonus,1,1,antigonus
antilles,3,1,antilles
antimony,2,1,antimony
antinous,6,2,antinous
antioch,1,1,antioch
antiochus,4,2,antiochus
antiparos,1,1,antiparos
antipas,1,1,antipas
antipater,1,1,antipater
antipathy,18,4,antipathy
antiphon,2,2,antiphon
antipodal,1,1,antipodal
antipodes,11,6,antipodes
antiquary,15,3,antiquary
antique,208,8,antique
antiques,11,3,antiques
antiquity,127,7,antiquity
antlered,9,3,antlered
antlers,26,2,antlers
antlike,1,1,antlike
antoine,3,1,antoine
anton,1,1,anton
antone,6,1,antone
antonette,1,1,antonette
antonia,125,1,antonia
antonie,2,1,antonie
antonina,5,1,antonina
antonine,1,1,antonine
antonines,9,2,antonines
antoninus,1,1,antoninus
antonio,23,6,antonio
antonios,3,1,antonios
antonius,1,1,antonius
antonovna,66,1,antonovna
antony,15,4,antony
antra,1,1,antra
antrim,2,1,antrim
ants,46,6,ants
antwerp,3,3,antwerp
anubis,1,1,anubis
anus,1,1,anus
anuvver,2,1,anuvver
anvil,37,6,anvil
anvils,8,3,anvils
anxieties,29,3,anxieties
anxiety,206,8,anxiety
anxious,441,8,anxious
anxiously,140,8,anxiously
anybody,627,8,anybody
anycock,1,1,anycock
anyhaow,1,1,anyhaow
anyhow,176,6,anyhow
anymore,7,2,anymore
anyone,135,7,anyone
anything,2233,8,anything
anythink,1,1,anythink
anyway,237,5,anyway
anyways,12,3,anyways
anywher,1,1,anywher
anywhere,299,8,anywhere
anywheres,10,2,anywheres
anywhers,1,1,anywhers
anywise,10,4,anywise
anzani,16,1,anzani
aolus,1,1,aolus
aorai,1,1,aorai
aorist,2,1,aorist
aorta,2,1,aorta
aotooroo,1,1,aotooroo
aouh,1,1,aouh
aout,42,1,aout
aoutdoors,1,1,aoutdoors
aoutside,1,1,aoutside
apace,15,3,apace
apache,2,1,apache
apaches,2,1,apaches
apart,423,8,apart
apartment,166,7,apartment
apathetic,6,2,apathetic
apathy,22,7,apathy
apeak,2,2,apeak
aped,2,2,aped
apedom,1,1,apedom
apelike,1,1,apelike
apelles,3,2,apelles
apennine,1,1,apennine
apennines,10,2,apennines
aperient,1,1,aperient
aperients,1,1,aperients
apertly,1,1,apertly
aperture,48,6,aperture
apertures,14,4,apertures
apes,17,6,apes
apex,20,5,apex
apexes,1,1,apexes
aphelion,1,1,aphelion
aphis,1,1,aphis
aphorism,4,3,aphorism
aphorisms,6,2,aphorisms
aphra,1,1,aphra
aphro,1,1,aphro
aphrodis,1,1,aphrodis
aphrodite,5,3,aphrodite
apicius,1,1,apicius
apiece,64,6,apiece
aping,3,2,aping
apis,3,3,apis
apjohn,6,1,apjohn
aplomb,1,1,aplomb
apocrypha,9,3,apocrypha
apodosis,1,1,apodosis
apogean,1,1,apogean
apogee,1,1,apogee
apollo,37,7,apollo
apollyon,7,1,apollyon
apologia,3,2,apologia
apologies,26,6,apologies
apologise,12,3,apologise
apologize,14,6,apologize
apologue,2,2,apologue
apology,39,8,apology
apoplex,1,1,apoplex
apoplexy,18,6,apoplexy
aport,1,1,aport
apostasy,4,2,apostasy
apostate,4,2,apostate
apostates,2,2,apostates
apostle,51,6,apostle
apostles,56,7,apostles
apostolic,17,5,apostolic
apothegm,5,1,apothegm
apothegms,3,2,apothegms
apout,1,1,apout
appal,4,2,appal
appall,10,1,appall
appalled,73,6,appalled
appalling,82,5,appalling
appalls,1,1,appalls
appals,3,2,appals
appanage,1,1,appanage
apparatus,51,6,apparatus
apparel,69,7,apparel
appareled,6,2,appareled
apparent,191,8,apparent
appari,3,1,appari
appeal,196,8,appeal
appealed,57,8,appealed
appealing,39,6,appealing
appeals,51,6,appeals
appear,486,8,appear
appeared,1242,8,appeared
appeareth,1,1,appeareth
appearing,82,8,appearing
appears,267,8,appears
appease,18,6,appease
appeased,38,6,appeased
appeases,2,1,appeases
appeasing,3,2,appeasing
appelton,1,1,appelton
append,10,3,append
appendage,6,4,appendage
appended,12,3,appended
appending,1,1,appending
appendix,28,4,appendix
appenines,1,1,appenines
appertain,2,2,appertain
appetite,136,8,appetite
appetites,26,5,appetites
appetitus,1,1,appetitus
appian,7,4,appian
appinted,1,1,appinted
applaud,20,6,applaud
applauded,31,7,applauded
applause,123,7,applause
applauses,4,3,applauses
apple,159,8,apple
applecart,1,1,applecart
applepie,1,1,applepie
apples,91,7,apples
appliance,5,3,appliance
applicant,22,4,applicant
applied,182,8,applied
applies,24,6,applies
apply,104,8,apply
applying,32,8,applying
appoint,20,3,appoint
appointed,199,8,appointed
appoints,1,1,appoints
apportait,2,1,apportait
apporte,1,1,apporte
apportion,3,3,apportion
apposite,4,3,apposite
appraise,1,1,appraise
appraised,1,1,appraised
apprehend,32,7,apprehend
apprendre,2,1,apprendre
apprise,2,1,apprise
apprised,23,5,apprised
apprising,4,2,apprising
apprized,4,2,apprized
approach,292,8,approach
approval,72,7,approval
approvals,1,1,approvals
approve,46,6,approve
approved,49,6,approved
approves,4,2,approves
approvest,1,1,approvest
approving,24,6,approving
apricot,2,2,apricot
apricots,7,3,apricots
april,140,8,april
apron,65,7,apron
aproned,10,4,aproned
apronlaps,1,1,apronlaps
aprons,3,3,aprons
apropos,6,3,apropos
aprosopia,1,1,aprosopia
apse,30,2,apse
apses,4,1,apses
apsidal,1,1,apsidal
apsis,1,1,apsis
apsley,2,1,apsley
apter,2,1,apter
aptest,2,2,aptest
apthorps,3,1,apthorps
aptitude,12,4,aptitude
aptitudes,2,2,aptitudes
aptly,17,5,aptly
aptness,9,5,aptness
aptnesses,1,1,aptnesses
aqua,7,4,aqua
aquacity,1,1,aquacity
aquam,2,1,aquam
aquarium,2,1,aquarium
aquarius,3,1,aquarius
aquatic,9,3,aquatic
aqueduct,8,4,aqueduct
aqueducts,5,3,aqueducts
aquella,1,1,aquella
aqueous,3,2,aqueous
aquila,2,1,aquila
aquiline,8,4,aquiline
aquin,1,1,aquin
aquinas,16,2,aquinas
aquiring,1,1,aquiring
aquiver,1,1,aquiver
aquovi,1,1,aquovi
arab,85,6,arab
arabella,5,3,arabella
arabesque,4,3,arabesque
arabia,18,5,arabia
arabian,35,6,arabian
arabic,8,3,arabic
arabin,1,1,arabin
arabs,64,7,arabs
araby,10,5,araby
aracama,1,1,aracama
arachne,2,1,arachne
arachnida,1,1,arachnida
aragon,2,1,aragon
aram,1,1,aram
aramai,6,1,aramai
aramaic,1,1,aramaic
aramathea,1,1,aramathea
aramburo,1,1,aramburo
araminta,1,1,araminta
aran,2,1,aran
aranda,11,1,aranda
aranjuez,2,1,aranjuez
araoun,1,1,araoun
araound,6,1,araound
ararat,4,2,ararat
arastras,1,1,arastras
arathea,1,1,arathea
arator,1,1,arator
arauco,2,1,arauco
araxes,1,1,araxes
arbela,1,1,arbela
arbino,1,1,arbino
arbiter,9,4,arbiter
arbiters,1,1,arbiters
arbitrary,53,8,arbitrary
arbitress,1,1,arbitress
arbor,50,3,arbor
arboreal,1,1,arboreal
arbored,2,1,arbored
arboring,1,1,arboring
arborist,2,1,arborist
arbors,14,2,arbors
arbour,11,3,arbour
arboured,1,1,arboured
arbours,1,1,arbours
arbraccan,1,1,arbraccan
arbuthnot,212,1,arbuthnot
arbutus,2,2,arbutus
arcade,7,5,arcade
arcaded,3,2,arcaded
arcades,12,4,arcades
arcadia,17,5,arcadia
arcadian,15,5,arcadian
arcadians,2,1,arcadians
arcady,19,2,arcady
arcana,11,4,arcana
arcane,2,1,arcane
arch,260,8,arch
archaic,37,5,archaic
archaics,1,1,archaics
archaisms,1,1,archaisms
archangel,55,4,archangel
archbold,2,1,archbold
archduke,2,2,archduke
arched,126,8,arched
archee,1,1,archee
archer,13,3,archer
archers,3,2,archers
archery,6,4,archery
arches,97,7,arches
archetype,4,1,archetype
archfiend,1,1,archfiend
archibald,7,3,archibald
archie,128,2,archie
archimage,1,1,archimage
arching,13,6,arching
architect,41,7,architect
archive,1,1,archive
archives,17,5,archives
archjoker,1,1,archjoker
archly,11,2,archly
archness,2,2,archness
archon,3,1,archon
archons,2,2,archons
archway,39,7,archway
archways,18,5,archways
archy,6,1,archy
arclamp,1,1,arclamp
arcos,1,1,arcos
arcs,2,1,arcs
arctic,27,6,arctic
arcturion,21,1,arcturion
arcturus,6,3,arcturus
arcy,31,2,arcy
ardair,9,1,ardair
arden,5,3,arden
ardent,96,7,ardent
ardentest,1,1,ardentest
ardenti,1,1,ardenti
ardently,25,6,ardently
arder,1,1,arder
ardilaun,1,1,ardilaun
ardilauns,1,1,ardilauns
ardle,1,1,ardle
ardmore,2,1,ardmore
ardois,1,1,ardois
ardor,19,3,ardor
ardors,2,1,ardors
ardour,42,4,ardour
ardours,3,1,ardours
ardri,1,1,ardri
ards,3,2,ards
arduous,28,6,arduous
area,93,8,area
areas,17,4,areas
areaway,2,1,areaway
areca,1,1,areca
arecanut,1,1,arecanut
aren,96,7,aren
arena,24,7,arena
arenary,1,1,arenary
arent,6,1,arent
areopagus,3,1,areopagus
aresouns,1,1,aresouns
arethusa,2,2,arethusa
arethusas,1,1,arethusas
arfretee,10,1,arfretee
argal,1,1,argal
argand,2,1,argand
argent,18,4,argent
argenti,1,1,argenti
argentine,9,1,argentine
argive,3,2,argive
argo,1,1,argo
argol,1,1,argol
argos,3,3,argos
argosie,2,1,argosie
argosies,5,3,argosies
argosy,6,2,argosy
argot,7,2,argot
argue,90,8,argue
argued,75,7,argued
argues,4,2,argues
argueth,2,1,argueth
arguing,45,7,arguing
argument,191,8,argument
arguments,58,7,arguments
argus,6,4,argus
arheea,1,1,arheea
arheetoo,4,1,arheetoo
arhinoo,1,1,arhinoo
aria,2,2,aria
ariadne,1,1,ariadne
ariamius,1,1,ariamius
arid,34,6,arid
aridities,2,1,aridities
aridity,5,3,aridity
aridly,1,1,aridly
aridness,1,1,aridness
ariel,10,3,ariel
aries,6,2,aries
aright,51,7,aright
arimathea,1,1,arimathea
arion,1,1,arion
ariosto,2,2,ariosto
arise,59,8,arise
arisen,29,6,arisen
arises,13,6,arises
arising,33,7,arising
aristotle,58,4,aristotle
arith,1,1,arith
arius,3,1,arius
arizona,4,2,arizona
arkansas,88,3,arkansas
arkansaw,10,1,arkansaw
arkham,104,1,arkham
arkite,1,1,arkite
arklow,2,1,arklow
arks,3,3,arks
arkwright,2,1,arkwright
arlington,2,2,arlington
arly,1,1,arly
armada,9,4,armada
armadas,1,1,armadas
armagh,9,3,armagh
armai,1,1,armai
armament,6,3,armament
armaments,3,3,armaments
armand,8,2,armand
armattea,1,1,armattea
armchair,53,5,armchair
armchairs,5,3,armchairs
armed,283,7,armed
armee,2,1,armee
armenian,4,2,armenian
armenians,5,2,armenians
armfolded,1,1,armfolded
armful,10,6,armful
armfuls,2,2,armfuls
armhole,1,1,armhole
armholes,1,1,armholes
armie,1,1,armie
armies,89,5,armies
armiger,1,1,armiger
arming,3,2,arming
armistice,1,1,armistice
armitage,52,1,armitage
armless,6,3,armless
armlet,2,2,armlet
armlets,7,4,armlets
armor,97,4,armor
armored,1,1,armored
armorer,1,1,armorer
armorers,2,2,armorers
armorial,20,5,armorial
armorials,1,1,armorials
armories,2,2,armories
armoror,1,1,armoror
armory,5,3,armory
armour,50,7,armour
armoured,1,1,armoured
armourer,4,2,armourer
armouries,1,1,armouries
armours,1,1,armours
armoury,9,3,armoury
armpit,10,3,armpit
armpits,15,4,armpits
armplates,1,1,armplates
armrest,1,1,armrest
armrests,1,1,armrests
arms,1536,8,arms
armstrap,1,1,armstrap
armstrong,6,1,armstrong
army,278,7,army
arnall,26,1,arnall
arnest,1,1,arnest
arnheim,10,1,arnheim
arno,9,2,arno
arnold,23,4,arnold
arnolds,1,1,arnolds
arnott,1,1,arnott
aroa,1,1,aroa
aroha,2,1,aroha
aroint,1,1,aroint
aroma,18,4,aroma
aromas,4,1,aromas
aromatic,35,7,aromatic
arona,2,1,arona
aroon,1,1,aroon
aroostook,2,1,aroostook
arose,131,8,arose
aroun,14,1,aroun
around,2096,8,around
arouse,25,6,arouse
aroused,74,7,aroused
arouses,2,2,arouses
arousing,7,3,arousing
arpens,1,1,arpens
arquebuse,2,1,arquebuse
arquebuss,1,1,arquebuss
arrack,4,1,arrack
arragon,1,1,arragon
arrah,9,2,arrah
arraign,1,1,arraign
arraigned,11,4,arraigned
arran,4,1,arran
arrange,75,8,arrange
arranged,191,8,arranged
arranger,1,1,arranger
arranges,3,3,arranges
arranging,63,8,arranging
arrant,11,1,arrant
arrantest,2,1,arrantest
arras,11,5,arras
array,89,8,array
arrayed,91,7,arrayed
arraying,9,2,arraying
arrays,4,2,arrays
arrears,5,4,arrears
arreory,1,1,arreory
arrest,76,6,arrest
arrested,131,7,arrested
